ISIN,assetName,assetShortName,assetCategory,assetSubCategory,marketID,sector,industry,timestamp
GRS110116001,J.BOUTARIS AND SON HOLDING S.A. (PB),ΜΠΟΠΑ,Stock,,XATH,,,2018-01-02
GRS111003026,P.G NIKAS S.A,ΝΙΚΑΣ,Stock,,XATH,,,2018-01-02
GRS117123000,LOULIS FOOD INGREDIENTS,ΛΟΥΛΗ,Stock,,XATH,Consumer Defensive,Packaged Foods,2018-01-02
GRS118003003,C. SARANTOPOULOS FLOUR MILLS S.A. (CR),ΣΑΡΑΝ,Stock,,XATH,Consumer Defensive,Packaged Foods,2018-01-02
GRS120003009,KARELIA TOBACCO COMPANY INC S.A.,ΚΑΡΕΛ,Stock,,XATH,Consumer Defensive,Tobacco,2019-12-13
GRS120131008,KARELIA TOBACCO COMPANY   S.A. (C),ΚΑΡΕΛ,Stock,,XATH,,,2018-01-02
GRS124153008,VIS S.A. (CR),ΒΙΣ,Stock,,XATH,Consumer Cyclical,Packaging & Containers,2018-01-02
GRS128003001,LAMPSA  HOTEL  S.A. (CR),ΛΑΜΨΑ,Stock,,XATH,Consumer Cyclical,Lodging,2018-01-02
GRS131003006,INTERWOOD XYLEMPORIA S.A. (CR),ΞΥΛΚ,Stock,,XATH,Basic Materials,Lumber & Wood Production,2018-01-02
GRS131004004,INTERWOOD XYLEMPORIA S.A. (PR),ΞΥΛΠ,Stock,,XATH,Basic Materials,Lumber & Wood Production,2018-01-02
GRS135003002,BIOTER S.A. (CR),ΒΙΟΤ,Stock,,XATH,Industrials,Engineering & Construction,2018-01-02
GRS137003000,GEN. COMMERCIAL AND IND. (CR),ΓΕΒΚΑ,Stock,,XATH,Industrials,Industrial Distribution,2018-01-02
GRS142003003,ELTRAK S.A. (CR),ΕΛΤΚ,Stock,,XATH,,,2018-01-02
GRS144003001,ATTICA HOLDINGS S.A. (CR),ΑΤΤΙΚΑ,Stock,,XATH,Industrials,Marine Shipping,2018-01-02
GRS145003000,"GEK TERNA HOLDING, REAL ESTATE, CONSTRUCTION (CR)",ΓΕΚΤΕΡΝΑ,Stock,Large Cap,XATH,Industrials,Engineering & Construction,2018-01-02
GRS147233001,ATHENS MEDICAL C.S.A. (CR),ΙΑΤΡ,Stock,,XATH,Healthcare,Medical Care Facilities,2018-01-02
GRS148003015,IDEAL HOLDINGS A.E.,ΙΝΤΕΚ,Stock,,XATH,Technology,Electronics & Computer Distribution,2018-01-02
GRS156203002,SATO OFFICE AND HOUSEWARE SUPPLIES S.A. (CR),ΣΑΤΟΚ,Stock,,XATH,Industrials,Business Equipment & Supplies,2018-01-02
GRS165063009,BIOKARPET S.A. IND. AND COMM.ENT.(CR),ΒΙΟΚΑ,Stock,,XATH,Consumer Cyclical,Textile Manufacturing,2018-01-02
GRS179003017,AEOLIAN INVESTMENT FUND S.A. (CR),ΑΙΟΛΚ,Stock,,XATH,,,2018-01-02
GRS182003004,AEGEK (CR),ΑΕΓΕΚ,Stock,,XATH,Real Estate,Real Estate Services,2018-01-02
GRS184003002,PROODEFTIKH TECHNICAL COMPANY S.A. (CR),ΠΡΔ,Stock,,XATH,Industrials,Engineering & Construction,2018-01-02
GRS191213008,ELLAKTOR S.A. (CR),ΕΛΛΑΚΤΩΡ,Stock,Large Cap,XATH,Industrials,Engineering & Construction,2018-01-02
GRS201003019,SELONDA AQUACULTURE S.A. (CR),ΣΕΛΟ,Stock,,XATH,,,2018-01-02
GRS204003008,GR. SARANTIS  S.A.(CR),ΣΑΡ,Stock,Large Cap,XATH,Consumer Defensive,Household & Personal Products,2018-01-02
GRS208303008,INFORM P. LYKOS HOLDINGS S.A.,ΛΥΚ,Stock,,XATH,Industrials,Specialty Business Services,2018-01-02
GRS213213002,AVAX S.A. (CR),ΑΒΑΞ,Stock,,XATH,Industrials,Engineering & Construction,2018-01-02
GRS222213001,EKTER S.A. (CR),ΕΚΤΕΡ,Stock,,XATH,Industrials,Engineering & Construction,2018-01-02
GRS224003004,KRE.KA S.A. (CR),ΚΡΕΚΑ,Stock,,XATH,Consumer Defensive,Packaged Foods,2018-01-02
GRS233003003,ATHENA S.A. (CR),ΑΘΗΝΑ,Stock,,XATH,,,2018-01-02
GRS234003002,NIREFS S.A. (CR),ΝΗΡ,Stock,,XATH,,,2018-01-02
GRS237003009,MINERVA KNITWEAR (CB),ΜΙΝ,Stock,,XATH,Consumer Cyclical,Textile Manufacturing,2019-09-11
GRS237061007,MINERVA KNITWEAR (CB),ΜΙΝ,Stock,,XATH,,,2018-01-02
GRS239003007,THRACE PLASTICS S.A.(CR),ΠΛΑΘ,Stock,,XATH,Consumer Cyclical,Textile Manufacturing,2018-01-02
GRS240003012,ELVE S.A.,ΕΛΒΕ,Stock,,XATH,Consumer Cyclical,Apparel Manufacturing,2018-01-02
GRS245213004,LAMDA DEVELOPMENT S.A. (CR),ΛΑΜΔΑ,Stock,Large Cap,XATH,Real Estate,Real Estate - Development,2018-01-02
GRS246003008,LAVIPHARM SA (CR),ΛΑΒΙ,Stock,,XATH,Healthcare,Drug Manufacturers - Specialty & Generic,2022-07-26
GRS246073001,LAVIPHARM S.A. (CR),ΛΑΒΙ,Stock,,XATH,,,2018-01-02
GRS247003007,INTERTECH S.A.  INTERNATIONAL TECHNOLOGIES (CR),ΙΝΤΕΤ,Stock,,XATH,Technology,Electronics & Computer Distribution,2019-05-06
GRS247183007,INTERTECH S.A. (CR),ΙΝΤΕΤ,Stock,,XATH,,,2018-01-02
GRS249003005,YALCO - CONSTANTINOU S.A.(CR),ΥΑΛΚΟ,Stock,,XATH,Consumer Defensive,Household & Personal Products,2019-11-29
GRS249501008,YALCO - CONSTANTINOU S.A. (CB),ΥΑΛΚΟ,Stock,,XATH,,,2018-01-02
GRS250073004,ELVIEMEK LAND DEVELOMPENT-LOGISTICS PARKS-ENERGY-R,ΕΛΒΙΟ,Stock,,XATH,Real Estate,Real Estate Services,2018-01-02
GRS254183007,G.E. DIMITRIOU S.A.(CR),ΓΕΔ,Stock,,XATH,,,2018-01-02
GRS259003002,FLEXOPACK S.A. (CR),ΦΛΕΞΟ,Stock,,XATH,Consumer Cyclical,Packaging & Containers,2018-01-02
GRS260333000,HELLENIC TELECOM ORGANIZATION SA,ΟΤΕ,Stock,Large Cap,XATH,Communication Services,Telecom Services,2018-01-02
GRS265003004,NAFPAKTOS TEXTILE INDUSTRY S.A. (CB),ΝΑΥΠ,Stock,,XATH,Consumer Cyclical,Textile Manufacturing,2019-09-20
GRS265061002,NAFPAKTOS TEXTILE INDUSTRY S.A. (CB),ΝΑΥΠ,Stock,,XATH,,,2018-01-02
GRS275073005,E. PAIRIS S.A (CR),ΠΑΙΡ,Stock,,XATH,Consumer Cyclical,Packaging & Containers,2018-01-02
GRS277023008,EUROPEAN RELIANCE GEN. INSUR. S.A. (CR),ΕΥΠΙΚ,Stock,,XATH,,,2018-01-02
GRS279003008,SFAKIANAKIS  S.A. (CR),ΣΦΑ,Stock,,XATH,Consumer Cyclical,Auto & Truck Dealerships,2018-01-02
GRS281003004,ELVAL HALCOR HELLENIC COPPER AND ALUMINIUM INDUSTR,ΕΛΧΑ,Stock,,XATH,Industrials,Metal Fabrication,2019-11-08
GRS281101006,ΕΛΒΑΛΧΑΛΚΟΡ ΕΛΛΗΝΙΚΗ ΒΙΟΜΗΧΑΝΙΑ ΧΑΛΚΟΥ ΚΑΙ ΑΛΟΥΜΙΝ,ΕΛΧΑ,Stock,,XATH,,,2018-01-02
GRS282183003,JUMBO S.A. (CR),ΜΠΕΛΑ,Stock,Large Cap,XATH,Consumer Cyclical,Specialty Retail,2018-01-02
GRS284183001,THE HOUSE OF AGRICULTURE  SPIROU S.A. (CR),ΣΠΥΡ,Stock,,XATH,Basic Materials,Agricultural Inputs,2018-01-02
GRS289103004,ALUMIL ALUMINIUM INDUSTRY S.A. (CR),ΑΛΜΥ,Stock,,XATH,Basic Materials,Aluminum,2018-01-02
GRS294003009,FOLLIE FOLLIE GROUP (CR),ΦΦΓΚΡΠ,Stock,,XATH,Consumer Cyclical,Luxury Goods,2018-01-02
GRS295003008,KIRIACOULIS SHIPPING S.A. (CR),ΚΥΡΙΟ,Stock,,XATH,Consumer Cyclical,Leisure,2018-01-02
GRS296273006,ΜΙΝΩΙΚΕΣ ΓΡΑΜΜΕΣ-ΚΟ,ΜΙΝΟΑ,Stock,,XATH,,,2018-01-02
GRS298343005,HELLENiQ ENERGY HOLDINGS S.A.,ΕΛΠΕ,Stock,Large Cap,XATH,Energy,Oil & Gas Integrated,2018-01-02
GRS299003004,PERSEUS S.A. (CR),ΠΕΡΣ,Stock,,XATH,,,2018-01-02
GRS301003000,VARANGIS AVEPE S.A.,ΒΑΡΓ,Stock,,XATH,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2018-01-02
GRS308003003,ΝΤΡΟΥΚΦΑΡΜΠΕΝ ΕΛΛΑΣ Α.Ε.-ΚΟ,ΔΡΟΥΚ,Stock,,XATH,,,2018-01-02
GRS310003009,QUEST HOLDINGS S.A. (CR),ΚΟΥΕΣ,Stock,,XATH,Technology,Electronics & Computer Distribution,2018-01-02
GRS314003005,MARFIN INVESTEMENT GROUP S.A.,ΜΙΓ,Stock,,XATH,Consumer Defensive,Packaged Foods,2018-01-02
GRS315003004,KARAMOLEGOS BAKERY INDUSTRY S.A. (CR),ΚΜΟΛ,Stock,,XATH,Consumer Defensive,Grocery Stores,2018-01-02
GRS316003003,ANEK LINES S.A. (CR),ΑΝΕΚ,Stock,,XATH,Industrials,Marine Shipping,2018-01-02
GRS316007004,"ANEK LINES S.A. (PR, issue '90)",ΑΝΕΠ,Stock,,XATH,Industrials,Marine Shipping,2018-01-02
GRS316007012,"ANEK LINES S.A. (PR, issue '96)",ΑΝΕΠΟ,Stock,,XATH,Industrials,Marine Shipping,2018-01-02
GRS319103008,MEVACO S.A. (CR),ΜΕΒΑ,Stock,,XATH,Basic Materials,Steel,2018-01-02
GRS320313000,PLAISIO COMPUTERS S.A. (CR),ΠΛΑΙΣ,Stock,,XATH,Technology,Computer Hardware,2018-01-02
GRS323003012,EUROBANK ERGASIAS SERVICES AND HOLDINGS S.A.,ΕΥΡΩΒ,Stock,Large Cap,XATH,Financial Services,Banks - Regional,2018-01-02
GRS326003019,CRETE PLASTICS S.A. (CR),ΠΛΑΚΡ,Stock,,XATH,Basic Materials,Specialty Chemicals,2018-01-02
GRS329503007,ELGEKA S.A. (CR),ΕΛΓΕΚ,Stock,,XATH,Consumer Defensive,Food Distribution,2018-01-02
GRS331043000,ALPHA ASTIKA AKINHTA S.A. (CR),ΑΣΤΑΚ,Stock,,XATH,Real Estate,Real Estate Services,2018-01-02
GRS332073006,FIERATEX S.A. (CR),ΦΙΕΡ,Stock,,XATH,Consumer Cyclical,Textile Manufacturing,2018-01-02
GRS337003008,AUTOHELLAS SA,ΟΤΟΕΛ,Stock,,XATH,Industrials,Rental & Leasing Services,2018-01-02
GRS339003022,DIONIC S.A. (CR),ΔΙΟΝ,Stock,,XATH,Industrials,Industrial Distribution,2018-01-02
GRS340263003,ATTICA PUBLICATIONS S.A. (CR),ΑΤΕΚ,Stock,,XATH,Communication Services,Publishing,2018-01-02
GRS341003002,EUROMEDICA S.A. (CR),ΕΥΡΟΜ,Stock,,XATH,,,2018-01-02
GRS343313003,INTRALOT SA,ΙΝΛΟΤ,Stock,,XATH,Consumer Cyclical,Gambling,2018-01-02
GRS344003009,VARVARESSOS S.A. EUROPEAN SPINNING MILLS (CR),ΒΑΡΝΗ,Stock,,XATH,Consumer Cyclical,Textile Manufacturing,2018-10-12
GRS344061007,VARVARESSOS S.A. EUROPEAN SPINNING MILLS (CB),ΒΑΡΝΗ,Stock,,XATH,,,2018-01-02
GRS345503007,PETROS PETROPOULOS (CR),ΠΕΤΡΟ,Stock,,XATH,Industrials,Farm & Heavy Construction Machinery,2018-01-02
GRS346003007,FRIGOGLASS S.A.(CR),ΦΡΙΓΟ,Stock,,XATH,Consumer Cyclical,Packaging & Containers,2018-01-02
GRS348003005,CHATZIKRANIOTIS AND SONS MILLS S.A. (CR),ΧΚΡΑΝ,Stock,,XATH,,,2018-01-02
GRS350263000,HAIDEMENOS  S.A. (CR),ΧΑΙΔΕ,Stock,,XATH,Industrials,Specialty Business Services,2018-01-02
GRS354003006,KOSTAS LAZARIDIS S.A. (CR),ΚΤΗΛΑ,Stock,,XATH,Consumer Defensive,Beverages - Wineries & Distilleries,2018-01-02
GRS359353000,ATHENS WATER SUPPLY AND SEWERAGE S.A.,ΕΥΔΑΠ,Stock,Large Cap,XATH,Utilities,Utilities - Regulated Water,2018-01-02
GRS364253005,DOMIKI KRITIS S.A. (CR),ΔΟΜΙΚ,Stock,,XATH,Industrials,Engineering & Construction,2018-01-02
GRS368313003,BYTE COMPUTER S.A. (CR),ΒΥΤΕ,Stock,,XATH,,,2018-01-02
GRS371113002,KRETA FARM S.A. (CR),ΚΡΕΤΑ,Stock,,XATH,Consumer Defensive,Packaged Foods,2018-01-02
GRS372003004,IKTINOS HELLAS S.A (CR),ΙΚΤΙΝ,Stock,,XATH,Industrials,Building Products & Equipment,2018-01-02
GRS373173004,AKRITAS S.A. (CR),ΑΚΡΙΤ,Stock,,XATH,Basic Materials,Lumber & Wood Production,2018-01-02
GRS374003002,MATHIOS REFRACTORY S.A. (CR),ΜΑΘΙΟ,Stock,,XATH,Basic Materials,Building Materials,2018-01-02
GRS375183001,N. VARVERIS-MODA BAGNO S.A. (CR),ΜΟΝΤΑ,Stock,,XATH,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2018-01-02
GRS379233000,IASO S.A. (CR),ΙΑΣΩ,Stock,,XATH,,,2018-01-02
GRS382073005,DAIOS PLASTICS SA (CR),ΔΑΙΟΣ,Stock,,XATH,Basic Materials,Specialty Chemicals,2018-01-02
GRS384003000,KORDELLOS CH. BROS S.A.(CR),ΚΟΡΔΕ,Stock,,XATH,Basic Materials,Steel,2018-01-02
GRS385113006,EVROFARMA SA (CR),ΕΒΡΟΦ,Stock,,XATH,Consumer Defensive,Packaged Foods,2018-01-02
GRS387503006,NAKAS MUSIC (CR),ΝΑΚΑΣ,Stock,,XATH,Consumer Cyclical,Specialty Retail,2018-01-02
GRS392193009,DUROS S.A. (CR),ΔΟΥΡΟ,Stock,,XATH,Consumer Cyclical,Apparel Manufacturing,2018-01-02
GRS393503008,MYTILINAIOS SA,ΜΥΤΙΛ,Stock,Large Cap,XATH,Industrials,Conglomerates,2018-01-02
GRS395363005,HELLENIC EXCHANGES-ATHENS STOCK EXCHANGE S.A,ΕΧΑΕ,Stock,Large Cap,XATH,Financial Services,Financial Data & Stock Exchanges,2018-01-02
GRS396003006,QUALITY AND RELIABILITY S.A.(CR),ΚΟΥΑΛ,Stock,,XATH,Technology,Software - Application,2018-01-02
GRS397003005,ELTON  S.A.(CR),ΕΛΤΟΝ,Stock,,XATH,Basic Materials,Chemicals,2018-01-02
GRS398003004,GEKE S.A. (CB),ΠΡΕΖΤ,Stock,,XATH,,,2019-12-31
GRS398161000,GEKE S.A. (CB),ΠΡΕΖΤ,Stock,,XATH,,,2018-01-02
GRS399163005,KARATZIS  S.A. (CR),ΚΑΡΤΖ,Stock,,XATH,,,2018-01-02
GRS402003008,SPACE HELLAS S.A. (CR),ΣΠΕΙΣ,Stock,,XATH,Technology,Software - Application,2018-01-02
GRS403003007,TECHNICAL OLYMPIC S.A. (CR),ΟΛΥΜΠ,Stock,,XATH,Industrials,Engineering & Construction,2018-01-02
GRS404003006,A.S.COMPANY A.E-ΚΟ,ΑΣΚΟ,Stock,,XATH,Consumer Cyclical,Leisure,2018-01-02
GRS405003005,PAPERPACK PRINTING BOX MANUFACTURING,ΠΠΑΚ,Stock,,XATH,,,2018-01-02
GRS406003004,Forthnet S.A. (CR),ΦΟΡΘ,Stock,,XATH,,,2018-01-02
GRS407183003,VOYATZOGLOU S.A,ΒΟΣΥΣ,Stock,,XATH,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2018-01-02
GRS412503005,DROMEAS S.A.  (CR),ΔΡΟΜΕ,Stock,,XATH,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2018-01-02
GRS413313008,CPI COMPUTER PERIPHERALS INTER/NAL (CR),ΣΠΙ,Stock,,XATH,Technology,Information Technology Services,2018-01-02
GRS419003009,OPAP SA,ΟΠΑΠ,Stock,Large Cap,XATH,Consumer Cyclical,Gambling,2018-01-02
GRS422003004,MLS INNOVATION INC,ΜΛΣ,Stock,,XATH,Technology,Software - Application,2018-01-02
GRS424003002,MEDICON HELLAS S.A (CR),ΜΕΝΤΙ,Stock,,XATH,Healthcare,Drug Manufacturers - Specialty & Generic,2018-01-02
GRS426003000,MOTOR OIL REFINERIES SA,ΜΟΗ,Stock,Large Cap,XATH,Energy,Oil & Gas Refining & Marketing,2018-01-02
GRS427003009,TPA S.A. (CR),ΟΛΘ,Stock,,XATH,Industrials,Marine Shipping,2018-01-02
GRS428003008,THESSALONIKA WATER AND SEWERAGE SA (CR),ΕΥΑΠΣ,Stock,,XATH,Utilities,Utilities - Regulated Water,2018-01-02
GRS432003028,INTRAKAT SOCIETE ANONYME TECHNICAL AND ENERGY PROJECTS,ΙΝΚΑΤ,Stock,,XATH,Industrials,Engineering & Construction,2018-01-02
GRS433003019,ALPHA  TRUST ANDROMEDA INVESTMENT TRUST S.A. (CR),ΑΝΔΡΟ,Stock,,XATH,Financial Services,Asset Management,2018-01-02
GRS434003000,PPC SA,ΔΕΗ,Stock,Large Cap,XATH,Utilities,Utilities - Renewable,2018-01-02
GRS438003006,FLOUR MILLS KEPENOS S.A. (CR),ΚΕΠΕΝ,Stock,,XATH,Consumer Defensive,Packaged Foods,2018-01-02
GRS439003005,EUROCONSULTANTS S.A. (CR),ΕΣΥΜΒ,Stock,,XATH,Technology,Information Technology Services,2018-01-02
GRS445003007,DIAGNOSTICANDTHERAPEUTIC CENTER OF ATHENS YGEIA (C,ΥΓΕΙΑ,Stock,,XATH,,,2018-01-02
GRS446003014,LIVANI PUBLISHING ORGANIZATION S.A. (CR),ΛΙΒΑΝ,Stock,,XATH,Communication Services,Publishing,2018-01-02
GRS448003004,STELIOS KANAKIS SA (CR),ΚΑΝΑΚ,Stock,,XATH,,,2018-01-02
GRS449003003,CENTRIC MULTIMEDIA S.A. (CR),ΣΕΝΤΡ,Stock,,XATH,Financial Services,Asset Management,2018-01-02
GRS457003002,NEWSPHONE HELLAS S.A. AUDIOTEX (CR),ΝΙΟΥΣ,Stock,,XATH,,,2018-01-02
GRS461003006,Logismos INFORMATION SYSTEMS S.A. (CR),ΛΟΓΟΣ,Stock,,XATH,Technology,Software - Application,2018-01-02
GRS469003024,KRI- KRI MILK INDUSTRY S.A. (CR),ΚΡΙ,Stock,,XATH,Consumer Defensive,Packaged Foods,2018-01-02
GRS470003013,PPA SA (CR),ΟΛΠ,Stock,Large Cap,XATH,Industrials,Marine Shipping,2018-01-02
GRS472003011,PROFILE SYSTEMS AND SOFTWARE S.A. (CR),ΠΡΟΦ,Stock,,XATH,Technology,Software - Application,2018-01-02
GRS473003002,REVOIL S.A. (CR),ΡΕΒΟΙΛ,Stock,,XATH,Energy,Oil & Gas Refining & Marketing,2018-01-02
GRS474003001,I. KLOUKINAS - I. LAPPAS S.A. CON. AND CO.COMP(CR),ΚΛΜ,Stock,,XATH,Consumer Cyclical,Apparel Retail,2018-01-02
GRS475003018,ILYDA S.A. (CR),ΙΛΥΔΑ,Stock,,XATH,Technology,Software - Application,2018-01-02
GRS477003008,ELINOIL HELLENIC PETROLEUM COMPANY S.A. (CR),ΕΛΙΝ,Stock,,XATH,Energy,Oil & Gas Refining & Marketing,2018-01-02
GRS484003009,SIDMA STEEL SA,ΣΙΔΜΑ,Stock,,XATH,Basic Materials,Steel,2018-01-02
GRS487003006,TRASTOR REAL ESTATE INVESTMENT COMPANY (CR),ΤΡΑΣΤΟΡ,Stock,,XATH,Real Estate,REIT - Diversified,2018-01-02
GRS488003005,MOTODYNAMICS S.A. (CR),ΜΟΤΟ,Stock,,XATH,Consumer Cyclical,Auto & Truck Dealerships,2018-01-02
GRS489003004,AVE S.A.,ΑΒΕ,Stock,,XATH,Communication Services,Entertainment,2018-01-02
GRS491003000,GRIVALIA PROPERTIES R.E.I.C. (CR),ΓΡΙΒ,Stock,,XATH,,,2018-01-02
GRS494003007,KORRES NATURAL PRODUCTS (CR),ΚΟΡΡΕΣ,Stock,,XATH,,,2018-01-02
GRS495003006,AEGEAN AIRLINES,ΑΡΑΙΓ,Stock,Large Cap,XATH,Industrials,Airlines,2018-01-02
GRS496003005,TERNA ENERGY S.A. (CR),ΤΕΝΕΡΓ,Stock,Large Cap,XATH,Utilities,Utilities - Renewable,2018-01-02
GRS497003012,PREMIA PROPERTIES,ΠΡΕΜΙΑ,Stock,,XATH,Real Estate,Real Estate - Development,2018-01-02
GRS498003003,EPSILON NET S.A. (CR),ΕΠΣΙΛ,Stock,,XATH,Technology,Software - Application,2020-07-15
GRS504003021,ALPHA TRUST MUTUAL FUND AND ALTERNATIVE INVESTMENT,ΑΤΡΑΣΤ,Stock,,XATH,Financial Services,Asset Management,2022-07-05
GRS509003018,PRODEA REAL ESTATE INVESTMENT COMPANY S.A.,ΠΡΟΝΤΕΑ,Stock,,XATH,Real Estate,REIT - Office,2018-01-02
GRS513003004,ELTECH ANEMOS S.A.,ΑΝΕΜΟΣ,Stock,,XATH,,,2018-01-02
GRS516003001,INTERCONTINENTAL INTERNATIONAL Α.Ε.Ε.Α.Π.,ΙΝΤΕΡΚΟ,Stock,,XATH,Real Estate,REIT - Diversified,2018-01-02
GRS517003000,BRIQ PROPERTIES REIC (CR),ΜΠΡΙΚ,Stock,,XATH,Real Estate,REIT - Office,2018-01-02
GRS518003009,HOLDING COMPANY ADMIE IPTO S.A.,ΑΔΜΗΕ,Stock,Large Cap,XATH,Utilities,Utilities - Independent Power Producers,2018-01-02
GRS520003005,CNL CAPITAL EKES-AIFM,CNLCAP,Stock,,XATH,Financial Services,Asset Management,2018-07-31
GRS525003000,DIMAND SOCIETE ANONYME DEVELOPMENT AND EXPLOITATION OF REAL ESTATE AND CONSTRUCTIONS SERVICES AND HOLDING,DIMAND,Stock,,XATH,Real Estate,Real Estate - Development,2022-07-06
ES0000012A89,Spain,UNK_78,Bond,Government,XBAR,Sovereign,,2018-01-01
ES0000012G00,"Obligaciones del Tesoro Público España, 1%, 31/05/2025",SPGB 1 10/31/50,Bond,Government,XBAR,,,2020-03-03
ES0113900J37,Banco Santander SA,UNK_85,Stock,,XBAR,Financial Services,Banks - Diversified,2018-01-02
ES0144580Y14,Iberdrola SA,UNK_86,Stock,,XBAR,Utilities,Utilities - Diversified,2018-01-02
ES0173516115,Repsol SA,UNK_88,Stock,,XBAR,Energy,Oil & Gas Integrated,2019-02-07
ES0178430E18,Telefonica SA,TEFOF,Stock,,XBAR,Communication Services,Telecom Services,2018-01-02
ES0000101768,"Bonos Comunidad de Madrid, 0.997% 30/09/2024",MADRID 0.997 09/30/24,Bond,Government,XBER,,,2018-12-12
US294829AA48,Ericsson,UNK_789,Bond,Corporate,XBER,Corporate,Telecommunication Equipment,2018-11-16
US298785GQ39,European Investment Bank (EIB),UNK_793,Bond,Corporate,XBER,Corporate,Banks,2019-03-21
US298785GS94,"EUROPEAN INVESTMENT BANK EIB 1,875 02/10/25","EIB 1,875 02/10/25",Bond,Corporate,XBER,Corporate,Banks,2018-01-02
US500769GK42,KFW,UNK_828,Bond,Corporate,XBER,Corporate,Banks,2018-11-16
US594918BB90,Microsoft,UNK_829,Bond,Corporate,XBER,Corporate,IT Services and Computer Programming,2018-01-02
US912828G385,"US TREASURY N/B T 2,250 11/15/24","T 2,250 11/15/24",Bond,Government,XBER,Sovereign,,2018-11-19
US912828P873,USA,UNK_866,Bond,Government,XBER,Sovereign,,2019-12-27
US912828U733,USA,UNK_868,Bond,Government,XBER,Sovereign,,2018-12-31
USC96729AC96,Bausch Health Companies,UNK_872,Bond,Corporate,XBER,Corporate,Pharmaceutical Preparation and Biotechnology,2019-02-01
XS1292384960,Apple,UNK_937,Bond,Corporate,XBER,Corporate,IT equipment,2018-02-02
XS1576621632,Avis Budget Car Rental,UNK_965,Bond,Corporate,XBER,Corporate,Leasing and Rental,2018-11-16
XS2092381107,"ELLAKTOR VALUE PLC ELLAKT 6,375 12/15/24","ELLAKT 6,375 12/15/2",Bond,Corporate,XCIE,Corporate,Other Financial Institutions,2019-12-09
XS2367107856,Sani/Ikos Financial Holdings 1,UNK_1014,Bond,Corporate,XCIE,Corporate,Hotels and Lodging,2021-07-19
CY0109610614,WEALTHAVENUE PLC,ΓΟΥΕΛΘ,Stock,,XCYS,,,2022-01-27
GRS807003017,R ENERGY ONE,ΡΟΕΝ,Stock,,XCYS,Utilities,Utilities - Renewable,2019-01-15
IE00B11XZB05,PIMCO GIS Total Return Bond Fund E Class EUR (Hedged) Accumulation,UNK_445,MTF,Bond,XDUB,,,2018-01-03
IE00BFZRPZ02,Ireland,UNK_475,Bond,Government,XDUB,Sovereign,,2019-09-09
XS1328798779,Allied Irish Banks,UNK_940,Bond,Corporate,XDUB,Corporate,Banks,2020-07-22
XS1330978567,Ball,UNK_941,Bond,Corporate,XDUB,Corporate,Packaging,2019-05-29
XS1405888576,The Black Sea Trade and Development Bank,UNK_946,Bond,Corporate,XDUB,Corporate,Banks,2018-11-16
XS2314265237,Public Power Corporation,UNK_12,Bond,Corporate,XDUB,Corporate,Power,2021-03-16
XS2359929812,Public Power Corporation,UNK_1012,Bond,Corporate,XDUB,Corporate,Power,2021-07-15
XS2364001151,MOTOR OIL HELLAS SA MOHGA 2.125 07/19/26,MOHGA 2.125 07/19/26,Bond,Corporate,XDUB,Corporate,Oil and Gas Extraction and Refining,2021-07-12
XSTITANBOND27,TITAN GLOBAL FINANCE PLC TITKGA 0 06/30/27,TITKGA 0 06/30/27,Bond,Corporate,XDUB,,,2020-07-06
AU3CB0237881,Apple,UNK_4,Bond,Corporate,XETR,Corporate,IT equipment,2018-11-22
DE0001102325,BUNDESREPUB DEUTSCHLAND DBR 2 08/15/23,DBR 2 08/15/23,Bond,Government,XETR,Sovereign,,2018-11-16
DE0001102457,Germany,UNK_43,Bond,Government,XETR,Sovereign,,2019-01-17
DE0001135275,Germany,UNK_44,Bond,Government,XETR,Sovereign,,2018-11-16
DE0001141703,Germany,UNK_45,Bond,Government,XETR,Sovereign,,2018-01-01
DE0002635307,iShares STOXX Europe 600 UCITS ETF (DE) | EXSA,UNK_47,MTF,Equity,XETR,,,2018-01-02
DE0005552004,Deutsche Post AG,UNK_48,Stock,,XETR,Industrials,Integrated Freight & Logistics,2018-01-02
DE0005557508,Deutsche Telekom AG,DTE,Stock,,XETR,Communication Services,Telecom Services,2018-01-02
DE0005933931,iShares Core DAX® UCITS ETF (DE) EUR (Acc) | EXS1,UNK_50,MTF,Equity,XETR,,,2018-01-02
DE0005933949,iShares STOXX Europe 50 UCITS ETF (DE) | EXW3,UNK_51,MTF,Equity,XETR,,,2018-01-02
DE0005933956,iShares Core EURO STOXX 50 UCITS ETF (DE) | EXW1,UNK_52,MTF,Equity,XETR,,,2018-01-02
DE0006047004,HeidelbergCement AG,HEI,Stock,,XETR,Basic Materials,Building Materials,2018-01-02
DE0006599905,Merck KGaA,MRK,Stock,,XETR,Healthcare,Drug Manufacturers - Specialty & Generic,2018-01-02
DE0007100000,Mercedes-Benz Group AG,UNK_54,Stock,,XETR,Consumer Cyclical,Auto Manufacturers,2018-01-02
DE0007164600,SAP SE,SAP,Stock,,XETR,Technology,Software - Application,2018-01-02
DE0008404005,Allianz SE,ALV,Stock,,XETR,Financial Services,Insurance - Diversified,2018-01-02
