customerID,customerType,riskLevel,investmentCapacity,lastQuestionnaireDate,timestamp
D9802F2D0B02E978B1EC,Mass,Balanced,CAP_30K_80K,2022-09-26,2018-01-02
3AB9204317B1CC634BC8,Premium,Income,CAP_30K_80K,2022-09-01,2018-01-02
E4F0221C4F343D0AC619,Mass,Income,CAP_30K_80K,2022-01-17,2022-01-21
DDCF4FED56ED42076E61,Mass,Income,CAP_80K_300K,2022-06-08,2018-01-02
CB789269568BF7B4876F,Premium,Income,CAP_80K_300K,2019-01-08,2021-03-19
1E57B2995BD2AA3ED5E6,Premium,Balanced,CAP_80K_300K,2019-11-29,2018-01-02
298E030EE05A23A8CCF1,Premium,Aggressive,CAP_30K_80K,2022-07-13,2021-05-21
E899933D8AB5CAB061D5,Premium,Income,CAP_LT30K,2022-04-29,2021-09-10
02A61354123A672F2641,Premium,Predicted_Conservative,Predicted_CAP_30K_80K,2000-01-01,2022-01-14
02A61354123A672F2641,Premium,Predicted_Conservative,Predicted_CAP_30K_80K,2000-01-01,2020-10-15
132C7B9B9A6B0FBB4FF2,Professional,Aggressive,CAP_80K_300K,2018-03-20,2018-01-02
63BE9BD2878BB281941D,Mass,Conservative,CAP_LT30K,2020-07-08,2018-01-02
0BC96E262D4C4EFEA058,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2018-01-02
B736511D16896D679E5D,Premium,Conservative,CAP_80K_300K,2021-06-08,2021-11-02
1DD1F964F0EBC46B38BF,Mass,Balanced,CAP_30K_80K,2018-08-14,2018-01-02
1BCB880E53C144BF838F,Premium,Balanced,CAP_GT300K,2021-07-15,2018-01-02
D8D2C7EFF4F4A2CD6752,Premium,Income,CAP_80K_300K,2021-08-10,2022-01-21
B22E8A92AAE1388E2239,Premium,Aggressive,CAP_30K_80K,2021-07-15,2021-07-16
2CAA4ED0CC6D25F7EEBD,Mass,Conservative,CAP_30K_80K,2020-06-18,2018-01-02
92056F78EB265A52465F,Mass,Predicted_Income,Predicted_CAP_LT30K,2000-01-01,2018-01-02
4FA257162E6E81A261DC,Premium,Predicted_Income,Predicted_CAP_LT30K,2000-01-01,2018-01-02
1C678F95B103C7AA3B92,Premium,Balanced,CAP_30K_80K,2018-08-28,2022-07-08
4E6AA7D91E8A7A6E0052,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2018-01-02
8989F1C5185C5E97ECD3,Premium,Predicted_Income,Predicted_CAP_80K_300K,2000-01-01,2018-01-02
C95FD1CBDA3089E38761,Mass,Income,CAP_LT30K,2020-10-12,2018-01-02
093499826880091C4B26,Mass,Income,CAP_LT30K,2018-03-16,2020-06-17
7A3951BE3FB03F244E4F,Premium,Income,CAP_LT30K,2020-12-03,2018-09-14
B03C9B3F8BAFA20D46CC,Mass,Predicted_Income,Predicted_CAP_LT30K,2000-01-01,2018-01-02
0C758932172B6FCDFD87,Premium,Balanced,CAP_LT30K,2018-01-03,2018-01-02
9B162D5D8343DF366BF3,Mass,Predicted_Income,Predicted_CAP_LT30K,2000-01-01,2018-01-02
9BBD627D361FCF54F119,Mass,Predicted_Balanced,Predicted_CAP_30K_80K,2000-01-01,2018-01-02
E5E4F92C8C02D970F88C,Mass,Income,CAP_30K_80K,2019-12-12,2018-01-02
9C87569AF88FEC912C23,Mass,Income,CAP_LT30K,2021-07-14,2021-07-16
4D69B4F0FDCDE3B88607,Mass,Income,CAP_LT30K,2020-12-15,2018-01-02
DDBADED2C7448775BB2B,Premium,Balanced,CAP_80K_300K,2022-01-21,2022-01-21
1FC42F9D0DF56EA64446,Mass,Income,CAP_LT30K,2020-04-08,2021-07-13
8F8C5572E05B1B61F8FA,Mass,Income,CAP_30K_80K,2021-11-29,2022-10-21
8E87E43B6866DD96A99F,Mass,Conservative,CAP_LT30K,2022-04-11,2018-01-02
29DC095510ACE130477F,Premium,Balanced,CAP_80K_300K,2022-11-01,2021-11-25
6F6032F85B358038557B,Premium,Income,CAP_30K_80K,2021-03-17,2021-03-19
B8021EA2EBEE7D436E53,Mass,Predicted_Income,Predicted_CAP_LT30K,2000-01-01,2018-01-02
14CCE1690BC997D509F4,Premium,Predicted_Income,Predicted_CAP_30K_80K,2000-01-01,2022-07-08
326DA01D8A4E11791273,Premium,Income,CAP_30K_80K,2018-10-23,2022-01-21
963AF878C977FB2BDCBE,Mass,Balanced,CAP_LT30K,2018-10-10,2020-03-24
B5F380A5B55536131ADA,Mass,Income,CAP_80K_300K,2018-11-08,2020-01-02
F217C03A64FF115CAD64,Mass,Predicted_Income,Predicted_CAP_LT30K,2000-01-01,2022-02-09
9ACDF080D4761909B382,Premium,Income,CAP_80K_300K,2021-09-07,2021-09-07
2BF2A294F91B87F178C2,Premium,Income,CAP_80K_300K,2022-01-19,2021-08-27
9BCE0D579512E6868067,Mass,Conservative,CAP_LT30K,2021-05-10,2018-01-02
83E4AB1580A44B2174D1,Mass,Balanced,CAP_LT30K,2018-09-28,2018-01-02
0F5CFF839E8B35DFBA7E,Mass,Conservative,CAP_LT30K,2019-11-13,2021-11-19
BB34221E5CC9EC5F5D27,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2018-01-02
E9AAAF5C4C496054CEA9,Premium,Balanced,CAP_80K_300K,2020-07-17,2021-03-19
E9AAAF5C4C496054CEA9,Premium,Balanced,CAP_80K_300K,2020-07-17,2021-07-16
CD1AAF34D6000C7D9DEA,Premium,Balanced,CAP_80K_300K,2022-03-16,2021-03-19
9F3F79DB3EC2D1587582,Premium,Income,CAP_30K_80K,2018-08-07,2021-02-02
0204961972F6311C6E1A,Mass,Conservative,CAP_LT30K,2022-02-24,2018-01-02
15912011076C94E659CB,Premium,Income,CAP_LT30K,2022-06-07,2018-01-02
AFA4788D6FCAC1BD5B73,Premium,Balanced,CAP_30K_80K,2021-03-24,2021-09-03
38FDD04E8AE252E2CE6F,Mass,Income,CAP_LT30K,2022-05-16,2018-01-02
EB1FBD962A1E8502C252,Professional,Predicted_Balanced,Predicted_CAP_80K_300K,2000-01-01,2022-03-28
7E038C15C457F290B3DF,Premium,Aggressive,CAP_80K_300K,2020-10-21,2020-10-23
680C0BB69C06797EBA7C,Mass,Income,CAP_LT30K,2019-01-08,2018-01-02
BA51F754DA209950A21A,Premium,Income,CAP_GT300K,2018-01-30,2018-01-02
AA99625D6B33896CFFFA,Mass,Balanced,CAP_LT30K,2020-03-30,2018-01-02
0625BE0F4EA2844B6222,Mass,Not_Available,Not_Available,2000-01-01,2018-03-14
0032881DD2BDE26E4201,Mass,Balanced,CAP_LT30K,2021-02-24,2021-03-03
E3081C55186337392FC0,Mass,Income,CAP_30K_80K,2018-08-17,2018-08-17
D035ECB23F72A1854F65,Premium,Predicted_Balanced,Predicted_CAP_LT30K,2000-01-01,2018-01-02
EC48480576BCD18853BB,Premium,Predicted_Aggressive,Predicted_CAP_80K_300K,2000-01-01,2021-09-22
5FCEDF31AB49CDCCDC51,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2018-01-02
74F6F2C6E9EA6B42746A,Premium,Income,CAP_80K_300K,2020-02-14,2020-02-14
D842AA17E26BCA20C0C0,Mass,Income,CAP_LT30K,2021-04-09,2018-01-02
A2DB78ACF82FEBE80015,Premium,Balanced,CAP_LT30K,2020-06-29,2021-07-16
49AD0B1E897A5AB8BBD8,Premium,Income,CAP_LT30K,2018-06-07,2021-07-16
387AFED8FDD02806A75F,Premium,Income,CAP_30K_80K,2021-07-15,2021-07-16
D2053FAAE18511405213,Mass,Income,CAP_LT30K,2018-07-02,2018-01-02
6AF3581010CD32F26B8F,Mass,Balanced,CAP_80K_300K,2019-05-17,2018-01-02
2172670C6682B5FAAB97,Mass,Conservative,CAP_LT30K,2019-05-09,2018-01-02
2A5123763DDDE2A1AE7C,Professional,Aggressive,CAP_80K_300K,2018-03-28,2020-03-03
2A5123763DDDE2A1AE7C,Professional,Aggressive,CAP_80K_300K,2018-03-28,2021-01-25
BF3FF8E7110F7FE438A4,Premium,Balanced,CAP_80K_300K,2022-10-21,2018-01-02
380994363D8BA04B5BB2,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2018-01-02
BDDBE338A1849FCF28DE,Mass,Income,CAP_LT30K,2019-09-10,2018-01-02
692E85819630F8D35037,Mass,Predicted_Conservative,Predicted_CAP_30K_80K,2000-01-01,2018-01-02
CFB1588CB833B40F361A,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2021-06-29
4D566869582291063D00,Premium,Balanced,CAP_80K_300K,2022-08-24,2018-01-02
E284966114FDCD092D9C,Premium,Predicted_Income,Predicted_CAP_80K_300K,2000-01-01,2018-01-02
3B86FE5EC30E46357543,Premium,Balanced,CAP_LT30K,2020-05-12,2020-05-12
DA68348664FED4FE5A02,Premium,Balanced,CAP_30K_80K,2018-06-29,2020-03-09
F4135D10700266296EC1,Mass,Conservative,CAP_LT30K,2018-07-24,2018-01-02
F45954C80892313831D1,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2018-01-02
C7DEA00EC5E2AA5632A6,Premium,Balanced,CAP_30K_80K,2021-03-19,2021-03-19
7EAD1C61D72FD43E25D7,Mass,Predicted_Income,Predicted_CAP_30K_80K,2000-01-01,2018-01-02
C1BEE167A1A0EAC80E11,Mass,Predicted_Income,Predicted_CAP_LT30K,2000-01-01,2018-01-02
A64477F8F452B1EBAB96,Premium,Balanced,CAP_80K_300K,2021-07-15,2021-03-19
19F45012F2F11EA24FC0,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2018-01-02
4EEF0DFAE61F383C042B,Premium,Balanced,CAP_80K_300K,2021-11-11,2020-10-23
5208D6FCC84348841788,Mass,Predicted_Income,Predicted_CAP_LT30K,2000-01-01,2018-01-02
4FF6DF580D86A8948B95,Mass,Aggressive,CAP_LT30K,2021-11-05,2022-07-20
4FF6DF580D86A8948B95,Mass,Aggressive,CAP_LT30K,2021-11-05,2018-01-02
8A2626189872F81FA69C,Premium,Income,CAP_LT30K,2020-06-01,2018-01-02
1AD06840D9097CF82A60,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2018-01-02
F0DFC8B5B104215F0B07,Mass,Predicted_Balanced,Predicted_CAP_LT30K,2000-01-01,2018-01-02
C8C6C90C367E0881BBB9,Premium,Income,CAP_LT30K,2020-06-15,2021-07-16
9A05710013FF6ECD66BC,Mass,Income,CAP_LT30K,2019-05-29,2019-05-29
D84AF736523C3C34790B,Mass,Predicted_Income,Predicted_CAP_LT30K,2000-01-01,2018-01-02
D59A1DA79EF05DB35BBC,Mass,Income,CAP_LT30K,2019-09-02,2020-04-09
819DD08A474F5F115F98,Mass,Income,CAP_LT30K,2020-12-29,2020-12-29
819DD08A474F5F115F98,Mass,Income,CAP_LT30K,2020-12-29,2022-06-14
864E01C77AF1C6BD7257,Professional,Income,CAP_30K_80K,2021-02-09,2021-02-09
321399FE0C00E6458EEC,Mass,Predicted_Income,Predicted_CAP_LT30K,2000-01-01,2018-01-02
2A41C8358EDC9D3061F6,Premium,Income,CAP_GT300K,2021-07-13,2018-01-02
29D6735FB3545A3D0BFB,Mass,Income,CAP_LT30K,2022-01-24,2018-01-02
58F3233E54B7B3162ED3,Premium,Income,CAP_30K_80K,2018-07-23,2021-08-13
4F5952446C94777F08F4,Mass,Conservative,CAP_LT30K,2018-01-02,2018-01-02
DDAD9EC3601066877CB5,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2018-01-02
0CF95980D6DCFFD90AE7,Premium,Aggressive,CAP_30K_80K,2018-05-10,2018-01-02
1CF24AC07426A1D033FE,Mass,Income,CAP_LT30K,2018-09-17,2020-12-16
E5244CC55401C92B73CE,Mass,Conservative,CAP_LT30K,2022-09-05,2018-01-02
5235FE50E295E17CC449,Mass,Income,CAP_LT30K,2020-06-18,2020-06-18
8C743BCB0F341AF54D72,Premium,Balanced,CAP_80K_300K,2022-06-10,2018-01-02
93A2EB0CCDA3C904E704,Premium,Conservative,CAP_GT300K,2021-10-06,2018-01-02
EEC7D646FD6F3B683340,Premium,Income,CAP_80K_300K,2019-06-19,2018-01-02
702CB5613AEDB7C05389,Premium,Balanced,CAP_80K_300K,2022-07-06,2022-07-08
239D9280C2E6EE3731B6,Premium,Income,CAP_30K_80K,2020-01-14,2018-01-02
DB6F9905FFF3FE284E5E,Premium,Conservative,CAP_80K_300K,2019-05-10,2018-01-02
9C5E82C9FB0DADA227CB,Premium,Income,CAP_GT300K,2020-10-21,2020-10-23
3B31F3A8D39526DC511B,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2022-01-17
3E78E955373255C76A4F,Professional,Aggressive,CAP_30K_80K,2021-07-15,2021-07-16
3E78E955373255C76A4F,Professional,Aggressive,CAP_30K_80K,2021-07-15,2019-10-11
497CDC7D9856670DD5F4,Mass,Income,CAP_LT30K,2018-10-18,2018-01-02
A2E0CBB2A9A9A3AC50F6,Premium,Aggressive,CAP_30K_80K,2020-03-27,2018-01-02
72FB6CF825F4A5E16021,Premium,Balanced,CAP_30K_80K,2019-06-19,2018-01-02
F383CBC42F162F224E47,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2018-01-02
E2E6744A70F9BD35DDD7,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2018-01-02
FB058C556B1BF2B962A2,Mass,Conservative,CAP_LT30K,2020-07-01,2018-01-02
9594EE35311AA8454F1D,Mass,Predicted_Income,Predicted_CAP_80K_300K,2000-01-01,2018-01-02
DEE13A53D09E6B61A014,Premium,Aggressive,CAP_80K_300K,2018-12-04,2021-10-13
3A0AC94499715EB9A4E0,Premium,Balanced,CAP_80K_300K,2021-07-14,2021-07-16
3C6DD766AFE507D215E3,Mass,Balanced,CAP_LT30K,2022-09-14,2022-09-15
ED772F2E0FB45D3B8855,Mass,Balanced,CAP_LT30K,2018-11-21,2018-09-14
761AC2DBC523140C5DD6,Premium,Income,CAP_80K_300K,2020-01-24,2020-01-24
816A02997E4EDCC5670B,Premium,Predicted_Income,Predicted_CAP_80K_300K,2000-01-01,2018-01-02
182D6E5A3B74FC150827,Professional,Balanced,CAP_30K_80K,2019-11-01,2020-03-09
C36CC03CD6633FBB8FB9,Mass,Conservative,CAP_LT30K,2020-02-10,2020-01-28
E8AEF6199E7348C2708C,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2022-02-24
27F93CA25BEE31B21506,Premium,Income,CAP_80K_300K,2021-06-01,2021-06-01
919D65189FA2142BDE4E,Premium,Income,CAP_80K_300K,2021-06-28,2021-06-28
C7CD95998D5B9EC43E8C,Mass,Income,CAP_LT30K,2021-07-14,2018-01-02
94AA3A5ABDA6CA4467AD,Premium,Balanced,CAP_80K_300K,2020-06-29,2022-01-21
94AA3A5ABDA6CA4467AD,Premium,Balanced,CAP_80K_300K,2020-06-29,2021-11-12
C549458E89C5661F9622,Mass,Predicted_Income,Predicted_CAP_LT30K,2000-01-01,2018-01-02
E8D6A9C5475CE627DE49,Mass,Income,CAP_LT30K,2022-09-06,2018-10-12
327FD954747254B2ADF5,Mass,Balanced,CAP_LT30K,2021-07-15,2021-07-16
95168D4A7FADBEBA1F03,Professional,Balanced,CAP_LT30K,2018-01-26,2021-04-22
95168D4A7FADBEBA1F03,Professional,Balanced,CAP_LT30K,2018-01-26,2020-01-28
4F8AEF139D69BCF52528,Premium,Balanced,CAP_80K_300K,2022-10-26,2021-09-10
7A19687F1E1380D01233,Mass,Not_Available,Not_Available,2018-01-02,2018-01-02
0772FE4BD329B430426B,Mass,Predicted_Balanced,Predicted_CAP_LT30K,2000-01-01,2018-01-02
F94B05429A761566E4A9,Premium,Aggressive,CAP_80K_300K,2022-10-11,2022-01-21
1D55C2A8781792744BE3,Mass,Balanced,CAP_LT30K,2018-07-20,2018-01-02
ACB9931EAF526C1B3DB3,Mass,Balanced,CAP_80K_300K,2019-11-11,2018-01-02
D9C33303633BC7097B27,Premium,Balanced,CAP_80K_300K,2020-07-16,2018-01-02
C0428D8B4EE1F7CC71A0,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2018-01-02
84385C769046A3BE4249,Mass,Balanced,CAP_30K_80K,2022-10-07,2018-01-02
DCB0A8C834819F8704FF,Mass,Predicted_Income,Predicted_CAP_LT30K,2000-01-01,2022-03-04
E2AE2ACCFCDD185E82B8,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2021-06-15
4DABEDA2FACA8F5FBF60,Premium,Income,CAP_LT30K,2021-12-02,2022-01-21
23DE18381BE9D9AFFEE9,Professional,Aggressive,CAP_80K_300K,2020-06-15,2018-01-02
02DC788DBB8A9328E803,Professional,Balanced,CAP_LT30K,2020-02-10,2018-01-02
D3C1A0C743D3E1F6870F,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2018-01-02
103B637004ECAF2B00F2,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2000-01-01
766700C6D2A69535A782,Mass,Balanced,CAP_LT30K,2018-01-09,2018-01-02
2CB5BF2D92B82E8DD19F,Premium,Balanced,CAP_30K_80K,2022-09-07,2018-01-02
9A70F22B9285A883AD7D,Mass,Predicted_Income,Predicted_CAP_LT30K,2000-01-01,2018-01-02
BCC642EFD4730DD30AED,Premium,Balanced,CAP_LT30K,2020-12-21,2020-12-30
536635A19B870B929180,Mass,Income,CAP_80K_300K,2021-02-15,2018-01-02
A8E07D02E5C8103717FE,Premium,Predicted_Aggressive,Predicted_CAP_80K_300K,2000-01-01,2018-01-02
E3E0237ECC1A757F2798,Mass,Income,CAP_LT30K,2022-04-05,2018-01-02
6D7E3B444F0E3F6779DF,Premium,Income,CAP_30K_80K,2022-07-08,2018-01-02
3EDDB5A31303F816604A,Mass,Conservative,CAP_LT30K,2018-04-17,2018-01-02
A5A2CC4A4A576091FC9E,Mass,Income,CAP_LT30K,2020-01-07,2018-01-02
611FF3FDCAD4A86EBD43,Premium,Income,CAP_LT30K,2020-02-06,2018-01-02
5B3C5DDB5A83F2BC6C28,Mass,Predicted_Balanced,Predicted_CAP_LT30K,2000-01-01,2018-01-02
8CFAB13B215CA56687CA,Mass,Balanced,CAP_LT30K,2020-03-26,2020-11-10
A1B8E426A17D4DF06413,Professional,Balanced,CAP_80K_300K,2020-05-18,2020-05-18
946B96A040D9500F4B8B,Premium,Aggressive,CAP_GT300K,2018-01-17,2018-01-02
212BA3AA8ED02497E7EA,Mass,Income,CAP_LT30K,2019-04-08,2018-01-02
212BA3AA8ED02497E7EA,Mass,Income,CAP_LT30K,2019-04-08,2022-02-14
212BA3AA8ED02497E7EA,Mass,Income,CAP_LT30K,2019-04-08,2020-04-06
3A6D9DD1BCFF22704932,Premium,Conservative,CAP_LT30K,2022-06-10,2018-01-02
6D3462929C67E927E72B,Mass,Predicted_Balanced,Predicted_CAP_LT30K,2000-01-01,2000-01-01
3A65FE3BDF313DEC8B07,Mass,Balanced,CAP_LT30K,2020-03-10,2022-06-14
9DDCFA5EF6D5F255EB72,Premium,Balanced,CAP_80K_300K,2018-04-24,2020-03-27
F3808F4794DC013DB017,Premium,Income,CAP_LT30K,2018-02-02,2018-01-02
315EE81F3269292C6ECF,Premium,Balanced,CAP_80K_300K,2021-07-16,2021-07-16
63BF5CB77351DB5B4A46,Premium,Income,CAP_GT300K,2021-11-04,2021-11-12
91352E1F2C4A5C06D071,Professional,Predicted_Aggressive,Predicted_CAP_80K_300K,2000-01-01,2018-01-02
75AB2B850A490F757DD6,Mass,Balanced,CAP_LT30K,2021-05-20,2018-01-02
756B65D717BBDABD978B,Premium,Income,CAP_80K_300K,2018-01-19,2022-03-28
8CF9EA396CEE7A9AB33C,Mass,Conservative,CAP_80K_300K,2020-06-15,2022-07-08
BC4DDA4C4BA243B3E680,Mass,Conservative,CAP_LT30K,2018-04-25,2018-01-02
1A59940E9D97A8C4D8C7,Mass,Income,CAP_LT30K,2018-05-10,2020-03-31
822C150800D4B9A36A16,Premium,Income,CAP_30K_80K,2022-10-18,2021-03-19
3B38352AE17AB8E8BCFA,Premium,Income,CAP_LT30K,2022-02-01,2018-01-02
2AA3C18C37983A379DD9,Premium,Balanced,CAP_80K_300K,2020-05-12,2020-01-30
55EDF437154FFB372B09,Mass,Conservative,CAP_LT30K,2020-02-05,2018-01-02
02DF9C409CB64B9F941D,Mass,Income,CAP_30K_80K,2020-03-05,2020-03-05
82C548306DA0F852D60F,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2018-01-02
4584C7C8BB9B0B04B503,Mass,Balanced,CAP_LT30K,2020-05-11,2020-05-15
507F500468642172351F,Mass,Income,CAP_LT30K,2020-07-16,2018-01-02
7D620E6AE03FAC92EEB0,Premium,Balanced,CAP_GT300K,2019-02-08,2018-01-02
DB468EB46FC394F0E63D,Premium,Income,CAP_LT30K,2021-05-20,2018-01-02
0F186D1D71C28FD0BA90,Mass,Predicted_Income,Predicted_CAP_LT30K,2000-01-01,2000-01-01
77B8AA6F3648A8F83DE2,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2018-01-02
22BAB92684E9BFEED912,Mass,Balanced,CAP_30K_80K,2018-04-10,2018-01-02
B5AA92671FC25FED0418,Mass,Aggressive,CAP_30K_80K,2020-11-13,2021-12-01
BCFF6DAA9241A9974A11,Mass,Income,CAP_LT30K,2018-03-22,2018-01-02
B93FA5F22199D02AA116,Professional,Aggressive,CAP_LT30K,2021-06-03,2021-06-03
D372C4325938AECE5317,Inactive,Predicted_Income,Predicted_CAP_80K_300K,2000-01-01,2020-10-23
F1204BD19F725B09C6A3,Professional,Income,CAP_LT30K,2021-07-16,2021-07-16
8920668253ABA3009273,Mass,Income,CAP_LT30K,2018-09-20,2019-11-15
FCAFF81FD238311EABBA,Professional,Aggressive,CAP_30K_80K,2019-04-23,2018-01-02
FCAFF81FD238311EABBA,Professional,Aggressive,CAP_30K_80K,2019-04-23,2021-04-06
FCAFF81FD238311EABBA,Professional,Aggressive,CAP_30K_80K,2019-04-23,2020-03-03
B53B2AAA126E621037D4,Premium,Income,Predicted_CAP_LT30K,2013-04-18,2018-01-02
03651676D4C0F06E277E,Mass,Aggressive,CAP_80K_300K,2021-05-19,2020-10-23
E8499E12D5D839A79168,Mass,Income,CAP_30K_80K,2021-07-15,2021-07-16
E4C771F60B628234FED7,Mass,Predicted_Income,Predicted_CAP_LT30K,2000-01-01,2018-01-02
B039F38C38E59336FA08,Premium,Aggressive,CAP_80K_300K,2018-03-28,2021-03-19
A79CE5422C5246816A79,Mass,Income,CAP_30K_80K,2018-09-05,2018-01-02
9D2C84B3AC425368AF5D,Premium,Balanced,CAP_LT30K,2018-11-26,2020-02-28
F79E632FCEEB1019F475,Mass,Predicted_Balanced,Predicted_CAP_LT30K,2000-01-01,2018-01-02
4492EE272A72BD4D68EB,Premium,Income,CAP_80K_300K,2018-07-12,2018-01-02
57090709159B0583D001,Premium,Balanced,CAP_LT30K,2022-07-22,2022-07-22
D3967C32C79B80C4F9E6,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2018-01-02
601C0DD98567442133C6,Premium,Aggressive,CAP_GT300K,2022-08-05,2021-08-13
1BF9A823CC80CC9C3B07,Premium,Balanced,CAP_30K_80K,2021-08-03,2018-01-02
B9462BE924B283A0A77A,Premium,Income,CAP_30K_80K,2021-11-23,2021-07-16
3FCDA4DA940CA6572E07,Mass,Income,CAP_LT30K,2018-01-03,2018-10-24
B4C99C3990F112A944F6,Mass,Predicted_Income,Predicted_CAP_LT30K,2000-01-01,2018-01-02
9AE8B0F52D2901BD1DD6,Premium,Balanced,CAP_30K_80K,2022-08-08,2022-08-08
8A8B5974687B1389198A,Mass,Income,CAP_LT30K,2020-04-03,2018-01-02
8C99A66D9E82778743BB,Premium,Aggressive,CAP_80K_300K,2017-12-27,2021-06-03
8C99A66D9E82778743BB,Premium,Aggressive,CAP_80K_300K,2017-12-27,2018-01-02
8C99A66D9E82778743BB,Premium,Aggressive,CAP_80K_300K,2017-12-27,2021-05-05
D5DB90C4C19FFE357FC3,Mass,Balanced,CAP_LT30K,2018-06-01,2018-06-18
308FFE07132280FD81CB,Premium,Income,CAP_80K_300K,2021-03-17,2021-03-19
76A53D17EABB46F268C5,Premium,Predicted_Income,Predicted_CAP_80K_300K,2000-01-01,2021-09-15
8A2694924167472BE05B,Mass,Income,CAP_LT30K,2022-04-28,2018-01-02
9781B49ACF00A49BD28A,Premium,Balanced,CAP_GT300K,2019-07-22,2018-01-02
A8D50D9C00195C915EC9,Premium,Aggressive,CAP_30K_80K,2021-08-23,2021-08-25
A83F6E25352191E90EFB,Mass,Income,CAP_LT30K,2021-07-14,2021-03-19
A3757B13DB773906361D,Premium,Predicted_Income,Predicted_CAP_LT30K,2000-01-01,2018-01-02
F664F31D9F8D7592A55D,Mass,Income,CAP_LT30K,2022-02-11,2018-01-02
22A5FC8C500EEDBC7FFB,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2021-11-12
D856C01E27DB627D878B,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2022-09-26
3DBEA786CAEB9F1A3552,Premium,Income,CAP_LT30K,2021-03-18,2021-03-19
CF658B19032ABD7F3A92,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2018-01-02
DE70AFB7D58AB504B66C,Premium,Balanced,CAP_80K_300K,2022-07-08,2022-07-08
B02B2153C3BC17F60741,Mass,Income,CAP_80K_300K,2019-06-12,2018-01-02
E5E10F094707663860EA,Mass,Income,CAP_LT30K,2019-02-28,2018-01-02
22BA286F5BB802E92257,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2021-03-03
D8FE87E0BA5AF6AD87B5,Premium,Income,CAP_80K_300K,2018-07-11,2021-11-01
0193104981145A500A26,Mass,Income,CAP_LT30K,2021-12-17,2021-12-17
E1EF24068C69F903BE3F,Premium,Balanced,CAP_30K_80K,2022-01-20,2022-01-21
E1EF24068C69F903BE3F,Premium,Balanced,CAP_30K_80K,2022-01-20,2019-04-15
178C41303E7D22120A00,Premium,Aggressive,CAP_30K_80K,2020-01-30,2018-01-02
0287395581EBD4ABC8B2,Mass,Conservative,CAP_LT30K,2019-09-05,2022-01-03
0287395581EBD4ABC8B2,Mass,Conservative,CAP_LT30K,2019-09-05,2018-01-02
E6EADB4AD26EF80EA4C2,Premium,Predicted_Income,Predicted_CAP_LT30K,2000-01-01,2018-01-02
98B94BBAAD4EFDC24CB8,Mass,Conservative,CAP_LT30K,2020-10-26,2018-01-02
894C1CD0781B5C61595A,Mass,Predicted_Income,Predicted_CAP_LT30K,2000-01-01,2018-01-02
11747C597DCCDDFDD2C9,Premium,Income,CAP_LT30K,2018-11-21,2020-03-09
3331E2750563E233E225,Mass,Income,CAP_LT30K,2019-12-27,2019-12-27
CA976D791814D03A749D,Mass,Predicted_Conservative,Predicted_CAP_LT30K,2000-01-01,2020-01-28
CB287B3D5EF7CF69D3CA,Mass,Aggressive,CAP_LT30K,2020-03-05,2020-03-06
21DBB1833B5EC5B9074D,Premium,Income,CAP_30K_80K,2020-06-11,2020-04-21
3E429589226DC1C67C3A,Mass,Balanced,CAP_30K_80K,2018-02-12,2021-03-19
2BFF855006782EA67B47,Premium,Balanced,CAP_GT300K,2022-04-20,2022-04-11
2BFF855006782EA67B47,Premium,Balanced,CAP_GT300K,2022-04-20,2018-01-02
2BFF855006782EA67B47,Premium,Balanced,CAP_GT300K,2022-04-20,2021-03-19
F1897AF756B6D1025C89,Premium,Income,CAP_80K_300K,2018-07-13,2018-09-14
A3167BBBACBDC1BDAAC3,Premium,Predicted_Conservative,Predicted_CAP_80K_300K,2000-01-01,2020-08-21
