ISIN,minDate,maxDate,priceMinDate,priceMaxDate,profitability
IE00BZ036J45,2020-06-18,2021-09-29,14.746,14.499,-0.016750305167503
IE00BZ0PKV06,2019-07-17,2019-09-24,6.07,6.0915,0.0035420098846786
IT0000366655,2022-03-30,2022-11-29,113.973,105.849309,-0.0712773288410412
IT0005030504,2018-01-01,2018-12-20,102.71,100.8088,-0.0185103690000972
IT0005239360,2018-01-02,2022-11-29,15.71,12.96,-0.1750477402928071
IT0005252520,2018-11-07,2020-07-30,92.671,100.985172,0.0897170851722761
IT0005277444,2018-01-01,2022-07-29,100.768,100.0,-0.0076214671324229
IT0005344335,2018-12-21,2022-11-29,102.77,100.044428,-0.0265210859200155
IT0005402117,2020-02-13,2022-11-29,101.027,75.774297,-0.2499599414018034
IT0005482309,2022-03-30,2022-11-29,99.494,97.606175,-0.0189742597543571
JE00B3T3K772,2020-03-31,2020-03-31,25.6,25.6,0.0
LU0006344922,2018-01-02,2022-11-29,830.69,810.71,-0.0240522938761752
LU0006391097,2018-01-02,2018-02-28,788.31,773.58,-0.0186855424896295
LU0011850392,2018-01-02,2022-02-28,104.72,53.6,-0.4881588999236058
LU0033040600,2018-01-02,2022-11-29,1577.57,1411.87,-0.1050349588290852
LU0033040782,2018-01-02,2022-11-29,3409.45,3185.1,-0.0658024021469738
LU0033050237,2018-01-02,2022-11-29,396.96,368.23,-0.07237505038291
LU0049785362,2018-01-02,2018-04-13,1722.15,1681.51,-0.0235984089655373
LU0049785446,2018-01-02,2022-11-29,2715.78,2610.19,-0.0388801743882052
LU0050372472,2018-01-02,2022-11-29,28.7,25.9,-0.0975609756097561
LU0053903893,2018-01-02,2022-11-29,6.6951,5.77,-0.1381756807217219
LU0072462186,2018-01-02,2018-05-16,68.4,70.27,0.0273391812865495
LU0075938133,2020-09-30,2022-11-29,231.42,194.44,-0.1597960418287096
LU0083138064,2018-01-02,2022-11-29,209.1137,204.7206,-0.0210081883683374
LU0085995990,2018-01-02,2022-11-29,51.25,42.92,-0.1625365853658536
LU0086177085,2018-01-02,2022-11-29,206.63,205.89,-0.003581280549775
LU0089290844,2018-01-02,2022-11-29,136.6,97.12,-0.2890190336749633
LU0089291651,2018-01-02,2022-11-29,255.85,235.77,-0.0784834864178228
LU0091115906,2018-01-02,2022-11-29,31.0302,30.3052,-0.0233643353893948
LU0093503497,2018-01-02,2022-11-29,14.81,18.31,0.2363268062120188
LU0093503810,2018-01-02,2022-11-29,15.99,14.84,-0.0719199499687304
LU0094557526,2018-01-02,2021-01-20,35.7,42.26,0.18375350140056
LU0106234643,2018-01-02,2022-11-29,7.2289,6.7429,-0.0672301456653157
LU0106235293,2018-01-02,2022-11-29,38.1573,40.7544,0.0680629918783561
LU0113257694,2018-01-02,2022-11-29,22.3978,20.8102,-0.0708819616212307
LU0115143082,2018-07-10,2021-03-15,107.77,141.29,0.3110327549410782
LU0118259661,2018-01-02,2018-04-16,5.55,5.46,-0.0162162162162161
LU0127230596,2018-01-02,2022-11-29,1211.43,1120.76,-0.0748454306068035
LU0130799603,2018-01-02,2019-02-12,87.35,84.59,-0.0315970234688035
LU0131126574,2020-06-29,2021-05-18,18.93,20.5,0.0829371368198626
LU0147414022,2018-01-02,2022-11-29,2074.65,2984.56,0.4385848215361626
LU0152980495,2018-01-02,2022-01-13,24.42,24.07,-0.0143325143325143
LU0154234636,2018-01-02,2022-11-29,42.14,52.74,0.2515424774560987
LU0161942635,2018-01-02,2022-11-29,22.05,31.61,0.4335600907029477
LU0162658883,2018-01-02,2022-05-05,16.59,16.05,-0.0325497287522603
LU0165081950,2018-01-03,2018-01-25,42.242,43.67,0.033805217555987
LU0165091165,2018-01-03,2018-11-23,26.192,25.408,-0.0299328039095906
LU0165130674,2018-01-03,2019-01-11,17.169,17.074,-0.0055332284932144
LU0165281881,2018-01-02,2022-11-29,1345.69,1486.04,0.104295937400144
LU0165915058,2018-01-02,2021-04-22,16.31,17.53,0.0748007357449419
LU0167160653,2018-01-02,2022-11-29,130.76,122.05,-0.0666105842765371
LU0167237543,2018-01-02,2022-11-29,115.7669,112.9732,-0.0241321137561772
LU0170473374,2020-06-23,2021-05-18,15.99,16.51,0.0325203252032521
LU0171275786,2018-01-02,2022-11-29,30.49,33.23,0.0898655296818628
LU0171283459,2018-01-02,2022-11-29,47.54,63.55,0.3367690366007572
LU0171298648,2020-06-19,2022-06-01,190.29,310.74,0.6329812391612802
LU0171304719,2018-01-02,2022-11-29,23.64,31.76,0.3434856175972927
LU0171305526,2018-01-02,2022-11-29,25.55,29.63,0.1596868884540116
LU0171307068,2018-01-02,2022-11-29,32.79,61.14,0.8645928636779506
LU0171310443,2018-01-02,2022-11-29,24.66,48.9,0.9829683698296836
LU0172394222,2018-01-02,2022-11-29,13.34,12.01,-0.0997001499250374
LU0172396516,2018-01-02,2022-11-29,19.45,17.49,-0.1007712082262211
LU0204480833,2018-01-02,2021-04-22,28.13,36.06,0.2819054390330609
LU0208853274,2018-01-02,2022-11-29,13.42,22.05,0.643070044709389
LU0212175227,2018-01-02,2022-02-14,123.21,120.76,-0.0198847496144792
LU0212178916,2018-01-02,2022-11-29,224.65,227.54,0.0128644558201646
LU0212925753,2018-01-02,2022-11-29,37.9,38.71,0.0213720316622691
LU0243957825,2018-01-02,2021-10-08,18.0295,19.4057,0.0763304584153748
LU0243958047,2020-01-15,2021-01-07,19.8267,20.4761,0.0327538117790656
LU0248271941,2018-01-02,2022-11-29,33.16,44.64,0.3462002412545237
LU0252499412,2018-01-02,2022-11-29,106.75,104.01,-0.0256674473067915
LU0274221281,2018-01-02,2022-11-29,82.92,116.68,0.4071394114809455
LU0274704161,2018-01-02,2019-06-06,42.12,36.94,-0.1229819563152896
LU0278453476,2018-01-02,2022-11-29,10.06,9.42,-0.0636182902584493
LU0281576909,2018-02-05,2019-06-06,56.32,54.87,-0.0257457386363636
LU0282880003,2018-01-03,2018-04-09,78.46,71.67,-0.0865409125669129
LU0290356954,2018-01-02,2022-11-29,201.74,190.22,-0.0571032021413701
LU0290358224,2019-04-24,2020-11-10,216.76,228.9,0.0560066432921203
LU0290358497,2018-01-02,2022-11-29,137.98,134.857,-0.0226337150311638
LU0290359032,2019-02-26,2020-04-27,196.1,176.67,-0.0990821009688934
LU0292108619,2021-08-30,2022-09-30,35.405,36.695,0.0364355317045614
LU0297943168,2018-01-02,2022-11-29,18.64,16.0,-0.1416309012875536
LU0316493583,2018-01-02,2021-02-05,26.32,32.33,0.2283434650455926
LU0325598166,2018-01-02,2022-11-29,110.86,106.28,-0.0413133682121594
LU0329630130,2020-01-22,2020-02-24,2191.98,2134.42,-0.0262593636803255
LU0330917880,2018-01-02,2022-11-29,189.46,168.7,-0.1095745803863613
LU0363630707,2018-01-02,2019-06-06,61.72,59.06,-0.0430978613091379
LU0378967565,2018-01-02,2018-09-25,91.83,79.24,-0.1371011651965589
LU0391944815,2018-01-02,2022-11-29,208.49,271.59,0.3026524053911457
LU0417441200,2018-01-02,2022-11-29,140.1,110.77,-0.2093504639543183
LU0425487740,2018-01-02,2022-11-29,16.8483,13.9417,-0.1725159214876277
LU0430493212,2018-01-02,2022-03-31,8.84,9.05,0.0237556561085973
LU0432365988,2018-01-02,2022-11-29,73.31,71.3904,-0.0261846951302687
LU0432616737,2018-01-02,2022-07-05,17.14,17.67,0.0309218203033839
LU0447610766,2018-01-03,2022-11-29,13.621,12.6347,-0.0724102488804052
LU0447611061,2018-01-03,2019-02-12,14.5239,13.5996,-0.0636399314233779
LU0454936104,2018-10-22,2018-12-12,995.86,994.99,-0.000873616773442
LU0474967485,2018-02-02,2022-11-29,281.41,223.59,-0.2054653352759319
LU0476459721,2018-05-29,2022-11-29,981.06,917.27,-0.0650215073491937
LU0502418741,2018-01-03,2020-11-06,113.19,111.07,-0.0187295697499779
LU0503635038,2018-01-02,2022-05-04,111.91,129.02,0.1528907157537308
LU0524480265,2018-08-24,2022-11-29,166.48,165.9,-0.0034839019702065
LU0561744862,2018-01-02,2022-11-29,14.38,14.0,-0.0264255910987483
LU0562822386,2018-01-02,2022-11-29,19.33,23.0,0.1898603207449561
LU0625451512,2018-01-02,2022-11-29,12.62,10.99,-0.1291600633914421
LU0670223279,2018-01-17,2018-01-19,9.9539,9.9536,-3.0138940515885948e-05
LU0671501392,2018-01-02,2022-11-29,9.9662,6.1577,-0.3821416387389376
LU0671501806,2018-01-02,2022-11-29,29.0282,21.2056,-0.2694827788150832
LU0671502010,2018-01-02,2019-05-23,28.6963,28.2773,-0.0146011855186905
LU0694810861,2018-01-02,2018-02-28,10.0118,9.9762,-0.0035558041511015
LU0757360960,2018-01-02,2022-11-29,88.8708,66.3604,-0.2532935452364556
LU0775052292,2018-01-02,2019-11-18,199.42,203.19,0.0189048239895698
LU0776413196,2018-01-02,2019-06-10,128.7254,129.2531,0.0040994240452931
LU0779800910,2021-03-16,2022-11-29,15.36,13.52,-0.1197916666666666
LU0784383399,2018-01-26,2022-11-29,10.96,10.16,-0.072992700729927
LU0794791870,2018-01-02,2020-09-09,16.84,14.19,-0.1573634204275534
LU0823389423,2018-02-22,2022-11-29,75.22,51.98,-0.3089603828768945
LU0823407779,2018-01-02,2019-09-12,221.61,253.61,0.1443978159830332
LU0823417810,2018-01-02,2022-11-29,76.3816666636114,108.31,0.4180104301337459
LU0823421689,2018-05-31,2022-11-29,899.61,1681.05,0.8686430786674225
LU0823427611,2018-01-02,2022-10-06,293.7,221.71,-0.2451140619679944
LU0823431720,2018-01-03,2018-11-30,121.96,126.78,0.0395211544768777
LU0823447643,2018-01-02,2021-06-02,107.3,105.4,-0.0177073625349486
LU0823449425,2018-01-02,2019-11-14,56.78,48.45,-0.1467065868263472
LU0849399786,2018-01-02,2022-11-29,142.8387,140.0745,-0.0193518983300743
LU0849400543,2018-01-02,2022-11-29,110.248,85.5082,-0.224401349684348
LU0941349275,2018-01-02,2022-11-29,114.84,112.46,-0.0207244862417277
LU0953782009,2018-01-02,2019-11-14,103.503,100.0,-0.033844429630059
LU0954602917,2018-01-02,2022-11-29,103.43,95.21,-0.0794740404138065
LU0955662357,2018-01-02,2022-11-29,139.6077,166.0437,0.1893591829103982
LU0973708182,2018-01-02,2018-03-12,9.95,9.95,0.0
LU0995120242,2021-02-09,2022-11-29,112.103,90.1727,-0.1956263436304112
LU1046235732,2021-12-28,2022-11-29,120.9727,109.8201,-0.0921910480629101
LU1080341495,2018-01-02,2018-08-23,1254.87,1216.59,-0.0305051519280881
LU1081987536,2018-01-02,2019-06-13,95.8,82.76,-0.136116910229645
LU1093756242,2018-01-02,2022-11-29,10.78,9.92,-0.0797773654916511
LU1116037828,2018-01-02,2022-11-29,106.15,94.73,-0.1075836081017428
LU1133085917,2018-01-02,2022-11-29,9.03,6.5,-0.2801771871539313
LU1165135440,2018-01-02,2022-11-29,122.04,190.24,0.5588331694526385
LU1279335027,2018-01-02,2022-11-29,135.77,160.57,0.1826618546070559
LU1389986909,2018-01-02,2019-05-07,959.0544,920.7097,-0.0399817778845496
LU1458427942,2019-09-13,2022-11-29,147.53,208.12,0.4106961296007592
LU1484486714,2018-02-28,2020-01-31,102.99,98.41,-0.0444703369259151
LU1514167722,2018-07-18,2022-11-29,104.7239,98.8747,-0.055853534866444
LU1514168027,2018-04-30,2022-11-29,100.1291,81.0385,-0.1906598581231629
LU1620156999,2021-01-26,2022-11-29,104.57,85.3,-0.1842784737496413
LU1645386480,2020-12-23,2022-08-29,12.1105,10.617,-0.1233227364683538
LU1679117579,2019-02-20,2022-11-29,95.41,98.93,0.0368934073996437
LU1819948784,2019-10-16,2022-11-29,101.43,97.9,-0.0348023267277925
LU1882473264,2022-04-01,2022-11-29,47.67,43.3,-0.091671911055171
LU1883311653,2019-06-12,2022-11-29,49.04,48.23,-0.0165171288743883
LU1883321298,2019-06-11,2022-11-29,50.71,60.87,0.2003549595740484
LU1883324391,2020-01-16,2020-02-24,55.19,54.13,-0.0192063779670229
LU1883854272,2020-01-16,2022-07-15,125.02,135.99,0.0877459606462967
LU1956159856,2021-06-03,2022-11-29,245.37,218.34,-0.1101601662794962
LU2343327081,2021-07-29,2022-11-29,100.7247,84.8553,-0.1575522190684112
NL0000235190,2018-01-02,2022-11-29,82.75,109.18,0.3193957703927493
NL0010273215,2018-01-02,2022-11-29,146.0,559.8,2.834246575342465
NL00150001Q9,2021-01-19,2022-11-29,13.86,14.702,0.0607503607503607
PTOTEQOE0015,2019-04-12,2022-11-29,126.653,104.224839,-0.1770835353288118
PTOTESOE0013,2018-12-28,2021-02-23,107.85,104.726079,-0.0289654242002781
XS0196448129,2018-11-16,2020-04-14,107.1792,100.0,-0.066983145983549
XS0205537581,2018-01-02,2020-09-04,73.197,43.116928,-0.4109467874366436
XS0207764712,2018-01-01,2022-10-24,88.804,81.130691,-0.0864072451691365
XS0213101073,2018-06-21,2021-12-15,110.175,108.713264,-0.0132674018606762
XS0214965963,2019-04-09,2021-12-10,100.31,107.328478,0.0699678795733227
XS0478803355,2018-11-19,2019-08-05,109.9119,105.0447,-0.0442827391756488
XS0505157965,2018-11-16,2019-07-10,133.218,142.04,0.0662222822741671
XS0832628423,2018-11-19,2019-08-30,109.1986,109.4386,0.0021978303751146
XS0842659426,2018-11-16,2020-03-13,117.4832,114.521045,-0.0252134347719503
XS0969795680,2018-11-16,2021-09-09,106.196,100.0,-0.058344947078986
XS0989155089,2018-11-16,2020-10-02,109.2641,108.130663,-0.010373370576429
XS1068872925,2018-11-16,2021-04-19,106.9629,104.336831,-0.0245512135516146
XS1207449684,2018-11-16,2022-11-29,98.5942,94.750966,-0.0389803254146795
XS1208856341,2018-01-31,2018-01-31,111.503,111.503,0.0
XS1227247191,2018-01-02,2022-05-05,112.852,100.0,-0.1138836706482827
XS1260085037,2018-01-02,2020-06-12,101.454,100.0,-0.014331618270349
XS1280834992,2018-11-16,2022-11-29,102.068,98.320314,-0.0367175412470118
XS1288040055,2018-11-16,2020-10-14,101.2418,100.0,-0.0122656847270593
XS1292384960,2018-02-02,2019-11-28,104.372,106.133771,0.0168797282796151
XS1314321941,2018-01-02,2022-11-29,119.723,103.594485,-0.1347152593904261
XS1328798779,2020-07-22,2020-12-02,101.835,100.0,-0.018019345018903
XS1330978567,2019-05-29,2019-10-29,114.1909,116.0874,0.0166081535393801
XS1361554584,2018-12-17,2019-07-10,97.667,110.966,0.1361667707618744
XS1394055872,2018-11-16,2019-07-10,99.1302,104.416,0.0533217929551236
XS1428088626,2018-01-31,2018-01-31,107.917,107.917,0.0
XS1497606365,2018-01-02,2022-11-29,107.025,93.705733,-0.1244500537257651
XS1503043694,2019-03-28,2020-02-24,98.688,105.429632,0.0683125810635537
XS1551678409,2018-01-02,2022-11-29,105.69,98.620796,-0.0668862144006055
XS1576621632,2018-11-16,2022-11-29,100.4605,97.094551,-0.0335051985606283
XS1612977717,2018-11-16,2019-09-25,99.5501,117.5686,0.1809993159223346
XS1633845158,2019-07-18,2020-12-21,98.841,100.997784,0.0218207424044678
XS1637276848,2018-01-02,2022-11-29,108.854,100.498478,-0.0767589799180553
XS1645113322,2018-11-19,2019-07-10,101.3326,105.929,0.0453595387861359
XS1685702794,2018-01-02,2022-11-29,101.825,90.805126,-0.1082236582371716
XS1691349523,2018-01-02,2022-09-27,100.572,100.054,-0.0051505389173925
XS1762980065,2018-01-29,2022-11-29,100.126,100.214197,0.0008808601162534
XS1791485011,2019-02-05,2022-11-29,103.393,92.839207,-0.1020745408296499
XS1824424706,2021-01-26,2022-11-29,98.32,80.70194,-0.1791910089503661
XS1865186321,2018-11-06,2020-11-20,99.13,102.395461,0.0329411984263089
XS1909184753,2019-03-29,2022-11-29,98.752,98.678342,-0.0007458886908619
XS1915152000,2018-12-04,2019-06-21,100.721,103.7862,0.0304325810903385
XS1980857319,2019-05-07,2019-12-20,99.652,111.367,0.1175591056877935
XS2010037849,2020-07-22,2020-12-17,90.665,102.414245,0.1295896431919703
XS2010038144,2019-11-26,2022-11-29,101.253,97.674083,-0.035346281097844
XS2018638648,2019-06-21,2022-11-29,99.756,97.747638,-0.0201327438951041
XS2028846363,2019-07-15,2022-11-29,102.1746,99.695296,-0.0242653653647775
XS2055106137,2019-09-19,2022-11-29,99.4953,93.44873,-0.0607724183956428
XS2055781962,2019-10-21,2020-02-19,97.369,100.336834,0.0304802760632233
XS2060691719,2019-10-01,2022-11-29,100.852,96.141204,-0.0467099908777218
XS2079716853,2019-11-12,2022-11-29,99.83,93.199528,-0.0664176299709505
XS2092381107,2019-12-09,2022-11-29,101.600111,100.744053,-0.0084257585112284
XS2105095777,2020-01-16,2022-11-29,99.128904,79.954721,-0.1934267627936247
XS2111230285,2020-02-10,2022-11-29,100.593658,82.203703,-0.1828142585291013
XS2114234714,2020-02-11,2022-11-29,99.916,37.903949,-0.6206418491532888
XS2121408996,2020-02-14,2022-11-29,98.462,83.944336,-0.147444333854685
XS2237982769,2020-10-05,2022-11-29,99.260876,89.747763,-0.0958395027664272
XS2307437629,2021-03-08,2022-11-29,98.992301,81.663228,-0.175054755015746
XS2314265237,2021-03-16,2022-11-29,101.991234,92.741034,-0.0906960298176214
XS2337604479,2021-04-26,2022-11-29,101.261975,89.082373,-0.1202781399434486
XS2359929812,2021-07-15,2022-11-29,101.076,84.083144,-0.1681195931774109
XS2364001151,2021-07-12,2022-11-29,100.185,93.329611,-0.0684272994959325
XS2367107856,2021-07-19,2022-11-29,100.005292,93.776601,-0.0622836139511496
XSTITANBOND27,2020-07-06,2022-11-29,100.044781,91.423433,-0.086174890022499
AU3CB0228823,2021-01-27,2022-11-29,70.88879672,62.513931840000005,-0.1181408807527012
AU3CB0258465,2019-04-12,2022-11-29,65.46259952,63.77580713,-0.0257672686750646
AU3SG0001985,2020-09-17,2022-11-29,63.93252976000001,50.15626177318,-0.2154813525842874
AU3SG0002199,2020-09-17,2022-11-29,64.18283596,52.98286563693,-0.174501019712654
AU3CB0237725,2018-01-02,2020-09-09,65.06162325,61.758375,-0.0507710703329246
AU3CB0237881,2018-11-22,2020-05-27,64.688170985,67.8925464,0.0495357244795657
BMG375851091,2018-01-02,2021-06-08,18.482166,4.748379,-0.7430831970668373
GB00B15KXV33,2018-01-02,2022-11-29,7.14727005,8.59186575,0.2021185277587209
GB00B15KY989,2018-01-02,2021-12-15,7.440736875,8.695296,0.1686068390907857
GRF000030004,2018-01-02,2022-11-29,9.814862676,11.55628296,0.1774268618406903
IE00B19Z9Z06,2018-01-02,2022-10-10,162.0602898,194.0726746,0.1975337995477286
IE00B5BMR087,2018-01-02,2022-11-29,215.4171375,394.092486,0.8294388764682198
IE00B7N3YW49,2018-01-02,2022-11-29,84.8681082,86.636358,0.0208352682474428
IE00BQQPSF11,2018-01-02,2019-04-26,91.7947578,97.1190272,0.0580018895153074
LU0006061419,2018-01-02,2022-11-29,126.7277166,154.43261874,0.2186175438436016
LU0006277684,2018-01-02,2022-11-29,1454.4798618,1776.601134,0.2214683617560417
LU0012186622,2018-01-02,2022-11-29,173.69547932100002,214.67886354,0.2359496308091021
LU0033043885,2018-01-02,2022-11-29,2801.0721609,3344.561658,0.1940290952466478
LU0047713382,2018-01-02,2022-11-29,30.5621763,33.222041999999995,0.0870312923363377
LU0049785792,2018-01-02,2022-11-29,2692.5935019,3293.44785,0.2231507829444042
LU0053903380,2018-01-02,2022-11-29,4.76456919,4.829423579999999,0.0136118056877246
LU0055631609,2018-01-02,2022-11-29,25.608622800000003,29.62629,0.1568872809513207
LU0072462426,2018-01-02,2022-11-29,47.6540172,63.534618,0.3332478924777826
LU0101692753,2018-01-02,2022-11-29,256.3859388,273.750786,0.0677293274400116
LU0106258311,2018-01-02,2022-11-29,9.360218043,10.98028602,0.1730801536414593
LU0128497889,2018-01-02,2022-11-29,109.47436488,134.33004522,0.2270456683374731
LU0162302276,2018-01-02,2019-06-06,9.5824203,10.4461515,0.0901370606755788
LU0167238863,2018-01-02,2022-11-29,99.261636117,122.3415954,0.232516410023663
LU0172412149,2018-01-02,2018-03-06,17.058539699999997,16.520028,-0.0315684524860001
LU0184696937,2018-01-02,2022-11-29,62.7561114,72.089028,0.1487172546513134
LU0201322137,2018-01-02,2019-04-18,121.158507165,129.29744593799998,0.067175957870758
LU0205194797,2018-01-02,2022-11-29,16.703215896,15.66288306,-0.0622833855754168
LU0214787094,2018-01-02,2019-06-06,45.7641741,46.9408905,0.0257126108608175
LU0280673723,2018-01-02,2019-06-06,51.9914985,50.76135,-0.0236605701987989
LU0308882355,2018-01-02,2022-11-29,4.250731674,3.46390776,-0.185103171487554
LU0456865749,2018-01-02,2022-11-29,9.8904564,11.69586,0.1825399685296626
LU0482498762,2018-01-02,2022-11-29,19.6393827,25.073604000000003,0.2767002091160433
LU0494093205,2018-01-02,2022-11-29,30.0376824,47.257074,0.5732596600062594
LU0503635624,2018-01-02,2019-11-18,112.225044,128.19424320000002,0.1422962168765112
LU0545039389,2018-01-02,2022-11-29,14.5526244,19.04202,0.3084938823817924
LU0551246555,2018-01-02,2022-11-29,8.9829987,10.468278,0.1653433724753851
LU0736302315,2018-01-02,2022-11-29,137.1759681,165.665574,0.2076865670758841
LU0823417653,2018-01-02,2022-11-29,460.3557888,651.68172,0.4156044864749618
LU0825403933,2018-01-02,2022-11-29,8.9163963,9.492012,0.0645569892401485
LU0830747522,2018-01-02,2019-06-06,54.7388475,50.2715475,-0.0816111446263095
LU1003076772,2018-01-02,2018-06-06,16.7921301,16.8681862,0.0045292705301276
LU1093756168,2018-01-02,2022-11-29,9.3076854,10.999908,0.1818091745988749
LU1279333832,2018-01-02,2022-11-29,131.789499,205.50882600000003,0.5593717827245099
MHY1771G1109,2018-01-02,2022-11-29,20.8798524,22.686102,0.0865068184102681
MHY1771G1281,2018-01-02,2022-11-29,21.3294186,24.4023003,0.1440677665728779
MHY1771G1364,2018-01-02,2022-11-29,21.8039607,24.271326,0.1131613349495716
MHY8162K2046,2018-01-02,2022-11-29,9.8488299,18.46206,0.8745434927249582
US00206R1023,2018-01-02,2022-11-29,32.0857062,18.375066,-0.427313025760985
US02079K3059,2018-01-02,2022-11-29,44.673976065000005,92.010654,1.0596029748085507
US0231351067,2018-01-02,2022-11-29,49.494324765,89.333172,0.8049174814315704
US0378331005,2018-01-02,2022-11-29,35.85290445,136.45492199999998,2.805965627981361
US037833AK68,2018-01-02,2022-11-29,82.24730376,95.7122573994,0.163713009713864
US0556221044,2018-01-02,2022-11-29,35.282621400000004,34.130646000000006,-0.0326499379663439
US0970231058,2018-01-02,2022-11-29,247.1282052,169.464312,-0.3142655980410931
US1266501006,2018-01-02,2022-11-29,61.2076056,97.510608,0.5931126049472519
US13057Q2066,2018-01-02,2020-03-12,16.642274699999998,2.6017814,-0.8436643159122953
US1491231015,2018-01-02,2022-11-29,130.7405112,227.266992,0.7383058236045815
US17275R1023,2018-01-02,2022-11-29,32.3521158,46.667448,0.4424851928849735
US1729674242,2018-01-02,2022-11-29,61.9069308,45.981162,-0.2572534059465923
US22539T2179,2018-01-02,2019-12-20,66.0446049,7.909440000000001,-0.8802409369853009
US2546871060,2018-01-02,2022-11-29,93.076854,91.527354,-0.0166475330161029
US26922V1017,2018-01-02,2018-09-28,74.9693265,66.48223647,-0.1132075000033512
US298785GS94,2018-01-02,2022-11-29,79.51910295,91.6536973194,0.1525997391724851
US30231G1022,2018-01-02,2022-11-29,70.7900259,106.847964,0.5093646688438349
US30303M1027,2018-01-02,2022-11-29,151.03759259999998,105.804036,-0.2994854183077067
US38141G1040,2018-01-02,2022-11-29,212.8529451,370.894086,0.7424898012369574
US42824CAW91,2018-01-02,2020-09-30,87.64792587,97.731906972,0.1150509952392557
US4592001014,2018-01-02,2022-11-29,128.4177525,141.597234,0.1026297473941539
US4642864007,2018-01-02,2022-11-29,34.6998504,29.568294,-0.1478841073043934
US4642871762,2018-01-02,2022-11-29,94.741914,103.194216,0.0892139671149139
US4642876555,2018-01-02,2022-11-29,128.12636700000002,176.278842,0.3758201853955632
US4642876894,2018-01-02,2020-03-10,132.6803061,146.903484,0.1071988625748278
US4642882579,2018-01-02,2020-04-22,60.58320809999999,61.0603819,0.007876337601871
US46625H1005,2018-01-02,2022-11-29,89.8716135,131.998896,0.4687495957775366
US47215P1066,2018-01-02,2022-11-29,36.0318984,51.47145,0.4284967566404992
US4781601046,2018-01-02,2022-11-29,115.9131519,170.208594,0.4684148537936531
US5949181045,2018-01-02,2022-11-29,71.5559535,232.302978,2.2464521348318
US594918BB90,2018-01-02,2022-11-29,82.80260127,93.3406018398,0.1272665400382536
US5951121038,2018-01-02,2022-11-29,36.3565851,53.278992,0.4654564462931368
US64110L1061,2018-01-02,2022-11-29,167.3968071,271.575936,0.6223483631785474
US71654V4086,2018-01-02,2022-11-29,8.908071,10.767924,0.2087829115865827
US7170811035,2018-01-02,2022-11-29,30.3373932,47.837034,0.5768340306839548
US72201R7750,2018-01-02,2022-03-09,88.1899029,95.2723314,0.0803088365799753
US73935A1043,2018-01-02,2018-06-01,131.9476797,147.727248,0.1195895853256144
US78462F1030,2018-01-02,2022-11-29,223.7590881,382.0293180000001,0.7073242532578952
US78467X1090,2018-01-02,2022-11-29,206.4840906,327.17476800000003,0.5845035181611228
US78468R6633,2018-01-02,2022-11-29,76.1015673,88.608222,0.164341617968228
US81369Y5069,2018-01-02,2022-11-29,61.1493285,87.67062,0.4337135362001562
US90184L1026,2018-01-02,2022-10-27,20.4053103,53.210793,1.6076934002812002
US92189F1066,2018-01-02,2022-11-29,19.8308646,27.20979,0.3720929747057019
US9219378356,2018-01-02,2022-03-09,67.7179902,74.1955188,0.095654472037181
US9229085538,2018-01-02,2022-11-29,68.8252551,83.233926,0.2093515073654988
US92826C8394,2018-01-02,2022-11-29,95.3330103,202.077396,1.119700147557388
US9497461015,2018-01-02,2022-11-29,50.8592577,45.981162,-0.0959136236076053
US9581021055,2018-01-02,2022-11-29,67.7512914,34.826598000000004,-0.4859640712324488
XS0070553820,2018-01-02,2022-11-29,64.86324483,81.6939069822,0.2594791888119607
XS0210976329,2018-01-01,2022-11-29,85.83378857000001,92.0557429902,0.0724884049027592
XS0809571739,2018-01-02,2021-07-12,81.62457132,86.02795993575,0.0539468513529707
XS1028955844,2018-01-02,2022-11-29,87.90601017,95.3956910664,0.0852010105101554
LU0164852419,2018-01-03,2022-11-29,100.71328025,83.7771552,-0.1681617856945931
LU0164858028,2018-01-03,2019-04-12,162.40042345,156.89890720000002,-0.0338762432580343
LU0265268689,2018-01-03,2018-11-02,78.203143,82.7042114,0.0575561061529203
LU0447610683,2018-01-03,2022-07-01,12.031297404999998,14.640935722999998,0.2169041484183974
LU0738912566,2018-01-26,2022-11-29,4.2849045,4.040388,-0.0570646323622847
US91831AAC53,2018-02-05,2018-10-02,70.45423654,83.10232562799999,0.1795220516060678
LU0954603725,2018-03-08,2018-11-14,116.950545,129.2878592,0.1054917204532908
US87264AAU97,2018-03-14,2021-08-23,78.5678798,87.41148,0.1125599955415876
LU1514167136,2018-03-16,2022-11-29,83.5285308,81.30884544,-0.0265739782412167
LU0033041590,2018-03-22,2022-11-29,1225.2604217,1462.65912,0.1937536658293579
LU0784384876,2018-03-23,2022-11-29,7.7647152,7.703802,-0.007844872404335
US46429B2676,2018-04-06,2022-11-29,20.1361474,22.067478,0.0959136105648493
IE00BCRY6003,2018-04-27,2018-10-04,77.50039149999999,81.559296,0.0523726967237321
US00206REJ77,2018-04-30,2018-04-30,83.26192193,83.26192193,0.0
US46090E1038,2018-06-05,2022-11-29,149.4287544,271.198962,0.8149047891682084
US3814305450,2018-06-19,2018-07-19,49.068215300000006,49.0397859,-0.0005793852461556
US298785HP47,2018-06-20,2022-11-29,84.37027716,96.0852035772,0.1388513444726961
